Comparison Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
9/21/2017 0:00,20171244,2017,CY 2010,20174,Q3-2010,201712,September 2010,9,September,4,Thursday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/22/2017 0:00,20171271,2017,CY 2010,20174,Q3-2010,201713,September 2010,9,September,4,Friday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/23/2017 0:00,20171298,2017,CY 2010,20174,Q3-2010,201713,September 2010,9,September,4,Saturday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/24/2017 0:00,20171325,2017,CY 2010,20174,Q3-2010,201713,September 2010,9,September,4,Sunday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WeekEnd,0,None,None,Back to School,None
9/25/2017 0:00,20171352,2017,CY 2010,20174,Q3-2010,201713,September 2010,9,September,4,Monday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WeekEnd,0,None,None,Back to School,None
9/26/2017 0:00,20171378,2017,CY 2010,20174,Q3-2010,201714,September 2010,9,September,4,Tuesday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/27/2017 0:00,20171405,2017,CY 2010,20174,Q3-2010,201714,September 2010,9,September,4,Wednesday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/28/2017 0:00,20171432,2017,CY 2010,20174,Q3-2010,201714,September 2010,9,September,4,Thursday,2018,FY 2011,2,Q1,20180,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/29/2017 0:00,20171459,2017,CY 2010,20174,Q3-2010,201714,September 2010,9,September,4,Friday,2018,FY 2011,2,Q1,20181,Q1-2011,5,September,WorkDay,0,None,None,Back to School,None
9/30/2017 0:00,20171486,2017,CY 2010,20174,Q4-2010,201715,October 2010,9,October,4,Saturday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/1/2017 0:00,20171513,2017,CY 2010,20174,Q4-2010,201715,October 2010,9,October,4,Sunday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/2/2017 0:00,20171540,2017,CY 2010,20174,Q4-2010,201715,October 2010,9,October,4,Monday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/3/2017 0:00,20171567,2017,CY 2010,20174,Q4-2010,201716,October 2010,9,October,4,Tuesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/4/2017 0:00,20171594,2017,CY 2010,20174,Q4-2010,201716,October 2010,9,October,4,Wednesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/5/2017 0:00,20171620,2017,CY 2010,20174,Q4-2010,201716,October 2010,9,October,4,Thursday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/6/2017 0:00,20171647,2017,CY 2010,20174,Q4-2010,201716,October 2010,9,October,4,Friday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/7/2017 0:00,20171674,2017,CY 2010,20174,Q4-2010,201717,October 2010,9,October,4,Saturday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/8/2017 0:00,20171701,2017,CY 2010,20174,Q4-2010,201717,October 2010,9,October,4,Sunday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/9/2017 0:00,20171728,2017,CY 2010,20174,Q4-2010,201717,October 2010,9,October,4,Monday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/10/2017 0:00,20171755,2017,CY 2010,20174,Q4-2010,201717,October 2010,9,October,4,Tuesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/11/2017 0:00,20171782,2017,CY 2010,20174,Q4-2010,201718,October 2010,9,October,4,Wednesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/12/2017 0:00,20171809,2017,CY 2010,20174,Q4-2010,201718,October 2010,9,October,4,Thursday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/13/2017 0:00,20171836,2017,CY 2010,20174,Q4-2010,201718,October 2010,9,October,4,Friday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/14/2017 0:00,20171862,2017,CY 2010,20174,Q4-2010,201718,October 2010,9,October,4,Saturday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/15/2017 0:00,20171889,2017,CY 2010,20174,Q4-2010,201719,October 2010,9,October,4,Sunday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/16/2017 0:00,20171916,2017,CY 2010,20174,Q4-2010,201719,October 2010,9,October,4,Monday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/17/2017 0:00,20171943,2017,CY 2010,20174,Q4-2010,201719,October 2010,9,October,4,Tuesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/18/2017 0:00,20171970,2017,CY 2010,20174,Q4-2010,201720,October 2010,9,October,4,Wednesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/19/2017 0:00,20171997,2017,CY 2010,20174,Q4-2010,201720,October 2010,9,October,4,Thursday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/20/2017 0:00,20172024,2017,CY 2010,20174,Q4-2010,201720,October 2010,9,October,4,Friday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/21/2017 0:00,20172051,2017,CY 2010,20174,Q4-2010,201720,October 2010,9,October,4,Saturday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/22/2017 0:00,20172078,2017,CY 2010,20174,Q4-2010,201721,October 2010,9,October,4,Sunday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/23/2017 0:00,20172104,2017,CY 2010,20174,Q4-2010,201721,October 2010,9,October,4,Monday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/24/2017 0:00,20172131,2017,CY 2010,20174,Q4-2010,201721,October 2010,9,October,4,Tuesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/25/2017 0:00,20172158,2017,CY 2010,20174,Q4-2010,201721,October 2010,9,October,4,Wednesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/26/2017 0:00,20172185,2017,CY 2010,20175,Q4-2010,201722,October 2010,9,October,4,Thursday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/27/2017 0:00,20172212,2017,CY 2010,20175,Q4-2010,201722,October 2010,9,October,4,Friday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/28/2017 0:00,20172239,2017,CY 2010,20175,Q4-2010,201722,October 2010,9,October,4,Saturday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WorkDay,0,None,Holiday,None,None
10/29/2017 0:00,20172266,2017,CY 2010,20175,Q4-2010,201722,October 2010,9,October,4,Sunday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/30/2017 0:00,20172293,2017,CY 2010,20175,Q4-2010,201723,October 2010,9,October,4,Monday,2018,FY 2011,2,Q2,20181,Q2-2011,5,October,WeekEnd,0,None,Holiday,None,None
10/31/2017 0:00,20172320,2017,CY 2010,20175,Q4-2010,201723,November 2010,9,November,4,Tuesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/1/2017 0:00,20172346,2017,CY 2010,20175,Q4-2010,201723,November 2010,9,November,4,Wednesday,2018,FY 2011,2,Q2,20181,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/2/2017 0:00,20172373,2017,CY 2010,20175,Q4-2010,201724,November 2010,9,November,4,Thursday,2018,FY 2011,2,Q2,20181,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/3/2017 0:00,20172400,2017,CY 2010,20175,Q4-2010,201724,November 2010,9,November,4,Friday,2018,FY 2011,2,Q2,20181,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/4/2017 0:00,20172427,2017,CY 2010,20175,Q4-2010,201724,November 2010,9,November,4,Saturday,2018,FY 2011,2,Q2,20181,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/5/2017 0:00,20172454,2017,CY 2010,20175,Q4-2010,201724,November 2010,9,November,4,Sunday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/6/2017 0:00,20172481,2017,CY 2010,20175,Q4-2010,201725,November 2010,9,November,4,Monday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/7/2017 0:00,20172508,2017,CY 2010,20175,Q4-2010,201725,November 2010,9,November,4,Tuesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/8/2017 0:00,20172535,2017,CY 2010,20175,Q4-2010,201725,November 2010,9,November,4,Wednesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/9/2017 0:00,20172562,2017,CY 2010,20175,Q4-2010,201725,November 2010,9,November,4,Thursday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/10/2017 0:00,20172588,2017,CY 2010,20175,Q4-2010,201726,November 2010,9,November,4,Friday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/11/2017 0:00,20172615,2017,CY 2010,20175,Q4-2010,201726,November 2010,9,November,4,Saturday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/12/2017 0:00,20172642,2017,CY 2010,20175,Q4-2010,201726,November 2010,9,November,4,Sunday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/13/2017 0:00,20172669,2017,CY 2010,20175,Q4-2010,201727,November 2010,9,November,4,Monday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/14/2017 0:00,20172696,2017,CY 2010,20175,Q4-2010,201727,November 2010,9,November,4,Tuesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/15/2017 0:00,20172723,2017,CY 2010,20175,Q4-2010,201727,November 2010,9,November,4,Wednesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/16/2017 0:00,20172750,2017,CY 2010,20175,Q4-2010,201727,November 2010,9,November,4,Thursday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/17/2017 0:00,20172777,2017,CY 2010,20175,Q4-2010,201728,November 2010,9,November,4,Friday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/18/2017 0:00,20172804,2017,CY 2010,20175,Q4-2010,201728,November 2010,9,November,4,Saturday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/19/2017 0:00,20172830,2017,CY 2010,20175,Q4-2010,201728,November 2010,9,November,4,Sunday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/20/2017 0:00,20172857,2017,CY 2010,20175,Q4-2010,201728,November 2010,9,November,4,Monday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/21/2017 0:00,20172884,2017,CY 2010,20175,Q4-2010,201729,November 2010,9,November,4,Tuesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/22/2017 0:00,20172911,2017,CY 2010,20175,Q4-2010,201729,November 2010,9,November,4,Wednesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/23/2017 0:00,20172938,2017,CY 2010,20175,Q4-2010,201729,November 2010,9,November,4,Thursday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/24/2017 0:00,20172965,2017,CY 2010,20175,Q4-2010,201729,November 2010,9,November,4,Friday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/25/2017 0:00,20172992,2017,CY 2010,20175,Q4-2010,201730,November 2010,9,November,4,Saturday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/26/2017 0:00,20173019,2017,CY 2010,20175,Q4-2010,201730,November 2010,9,November,4,Sunday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/27/2017 0:00,20173046,2017,CY 2010,20175,Q4-2010,201730,November 2010,9,November,4,Monday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/28/2017 0:00,20173072,2017,CY 2010,20175,Q4-2010,201731,November 2010,9,November,4,Tuesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/29/2017 0:00,20173099,2017,CY 2010,20175,Q4-2010,201731,November 2010,9,November,4,Wednesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/30/2017 0:00,20173126,2017,CY 2010,20175,Q4-2010,201731,December 2010,9,December,4,Thursday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/1/2017 0:00,20173153,2017,CY 2010,20175,Q4-2010,201731,December 2010,9,December,4,Friday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/2/2017 0:00,20173180,2017,CY 2010,20176,Q4-2010,201732,December 2010,9,December,4,Saturday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/3/2017 0:00,20173207,2017,CY 2010,20176,Q4-2010,201732,December 2010,9,December,4,Sunday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/4/2017 0:00,20173234,2017,CY 2010,20176,Q4-2010,201732,December 2010,9,December,4,Monday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/5/2017 0:00,20173261,2017,CY 2010,20176,Q4-2010,201732,December 2010,9,December,4,Tuesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/6/2017 0:00,20173288,2017,CY 2010,20176,Q4-2010,201733,December 2010,9,December,4,Wednesday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/7/2017 0:00,20173314,2017,CY 2010,20176,Q4-2010,201733,December 2010,9,December,4,Thursday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/8/2017 0:00,20173341,2017,CY 2010,20176,Q4-2010,201733,December 2010,9,December,4,Friday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/9/2017 0:00,20173368,2017,CY 2010,20176,Q4-2010,201734,December 2010,9,December,4,Saturday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/10/2017 0:00,20173395,2017,CY 2010,20176,Q4-2010,201734,December 2010,9,December,4,Sunday,2018,FY 2011,2,Q2,20182,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/11/2017 0:00,20173422,2017,CY 2010,20176,Q4-2010,201734,December 2010,9,December,4,Monday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/12/2017 0:00,20173449,2017,CY 2010,20176,Q4-2010,201734,December 2010,9,December,4,Tuesday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/13/2017 0:00,20173476,2017,CY 2010,20176,Q4-2010,201735,December 2010,9,December,4,Wednesday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/14/2017 0:00,20173503,2017,CY 2010,20176,Q4-2010,201735,December 2010,9,December,4,Thursday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/15/2017 0:00,20173530,2017,CY 2010,20176,Q4-2010,201735,December 2010,9,December,4,Friday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/16/2017 0:00,20173556,2017,CY 2010,20176,Q4-2010,201735,December 2010,9,December,4,Saturday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/17/2017 0:00,20173583,2017,CY 2010,20176,Q4-2010,201736,December 2010,9,December,4,Sunday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/18/2017 0:00,20173610,2017,CY 2010,20176,Q4-2010,201736,December 2010,9,December,4,Monday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/19/2017 0:00,20173637,2017,CY 2010,20176,Q4-2010,201736,December 2010,9,December,4,Tuesday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/20/2017 0:00,20173664,2017,CY 2010,20176,Q4-2010,201736,December 2010,9,December,4,Wednesday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/21/2017 0:00,20173691,2017,CY 2010,20176,Q4-2010,201737,December 2010,9,December,4,Thursday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/22/2017 0:00,20173718,2017,CY 2010,20176,Q4-2010,201737,December 2010,9,December,4,Friday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/23/2017 0:00,20173745,2017,CY 2010,20176,Q4-2010,201737,December 2010,9,December,4,Saturday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/24/2017 0:00,20173772,2017,CY 2010,20176,Q4-2010,201738,December 2010,9,December,4,Sunday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/25/2017 0:00,20173798,2017,CY 2010,20176,Q4-2010,201738,December 2010,9,December,4,Monday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/26/2017 0:00,20173825,2017,CY 2010,20176,Q4-2010,201738,December 2010,9,December,4,Tuesday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/27/2017 0:00,20173852,2017,CY 2010,20176,Q4-2010,201738,December 2010,9,December,4,Wednesday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/28/2017 0:00,20173879,2017,CY 2010,20176,Q4-2010,201739,December 2010,9,December,4,Thursday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/29/2017 0:00,20173906,2017,CY 2010,20176,Q4-2010,201739,December 2010,9,December,4,Friday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/30/2017 0:00,20173933,2017,CY 2010,20176,Q4-2010,201739,December 2010,9,December,4,Saturday,2018,FY 2011,2,Q2,20183,Q2-2011,5,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/31/2017 0:00,20173960,2017,CY 2011,20176,Q1-2011,201739,January 2011,9,January,4,Sunday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/1/2018 0:00,20173987,2017,CY 2011,20176,Q1-2011,201740,January 2011,9,January,4,Monday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/2/2018 0:00,20174014,2017,CY 2011,20176,Q1-2011,201740,January 2011,9,January,4,Tuesday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/3/2018 0:00,20174040,2017,CY 2011,20176,Q1-2011,201740,January 2011,9,January,4,Wednesday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/4/2018 0:00,20174067,2017,CY 2011,20176,Q1-2011,201741,January 2011,9,January,4,Thursday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/5/2018 0:00,20174094,2017,CY 2011,20176,Q1-2011,201741,January 2011,9,January,4,Friday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/6/2018 0:00,20174121,2017,CY 2011,20176,Q1-2011,201741,January 2011,9,January,4,Saturday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/7/2018 0:00,20174148,2017,CY 2011,20176,Q1-2011,201741,January 2011,9,January,4,Sunday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/8/2018 0:00,20174175,2017,CY 2011,20177,Q1-2011,201742,January 2011,9,January,4,Monday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/9/2018 0:00,20174202,2017,CY 2011,20177,Q1-2011,201742,January 2011,9,January,4,Tuesday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/10/2018 0:00,20174229,2017,CY 2011,20177,Q1-2011,201742,January 2011,9,January,4,Wednesday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/11/2018 0:00,20174256,2017,CY 2011,20177,Q1-2011,201742,January 2011,9,January,4,Thursday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/12/2018 0:00,20174282,2017,CY 2011,20177,Q1-2011,201743,January 2011,9,January,4,Friday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/13/2018 0:00,20174309,2017,CY 2011,20177,Q1-2011,201743,January 2011,9,January,4,Saturday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/14/2018 0:00,20174336,2017,CY 2011,20177,Q1-2011,201743,January 2011,9,January,4,Sunday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/15/2018 0:00,20174363,2017,CY 2011,20177,Q1-2011,201743,January 2011,9,January,4,Monday,2018,FY 2011,2,Q3,20183,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/16/2018 0:00,20174390,2017,CY 2011,20177,Q1-2011,201744,January 2011,9,January,4,Tuesday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/17/2018 0:00,20174417,2017,CY 2011,20177,Q1-2011,201744,January 2011,9,January,4,Wednesday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/18/2018 0:00,20174444,2017,CY 2011,20177,Q1-2011,201744,January 2011,9,January,4,Thursday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/19/2018 0:00,20174471,2017,CY 2011,20177,Q1-2011,201745,January 2011,9,January,4,Friday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/20/2018 0:00,20174498,2017,CY 2011,20177,Q1-2011,201745,January 2011,9,January,4,Saturday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/21/2018 0:00,20174524,2017,CY 2011,20177,Q1-2011,201745,January 2011,9,January,4,Sunday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/22/2018 0:00,20174551,2017,CY 2011,20177,Q1-2011,201745,January 2011,9,January,4,Monday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/23/2018 0:00,20174578,2017,CY 2011,20177,Q1-2011,201746,January 2011,9,January,4,Tuesday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/24/2018 0:00,20174605,2017,CY 2011,20177,Q1-2011,201746,January 2011,9,January,4,Wednesday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/25/2018 0:00,20174632,2017,CY 2011,20177,Q1-2011,201746,January 2011,9,January,4,Thursday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/26/2018 0:00,20174659,2017,CY 2011,20177,Q1-2011,201746,January 2011,9,January,4,Friday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/27/2018 0:00,20174686,2017,CY 2011,20177,Q1-2011,201747,January 2011,9,January,4,Saturday,2018,FY 2011,2,Q3,20184,Q3-2011,5,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
