Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
10/12/2018,20181623.19,2018.070465,CY 2011,20183.99978,Q4-2011,201816.0686,October 2011,9.022140679,October,4.018407538,Friday,2018.889122,FY 2012,2.02050532,Q2,20190.91172,Q2-2012,5.198260028,October,WorkDay,0,None,Holiday,None,None
10/13/2018,20181650.08,2018.073147,CY 2011,20184.02681,Q4-2011,201816.3375,October 2011,9.022805983,October,4.018412128,Saturday,2018.891888,FY 2012,2.02037938,Q2,20190.93926,Q2-2012,5.197919358,October,WorkDay,0,None,Holiday,None,None
10/14/2018,20181676.97,2018.07583,CY 2011,20184.05385,Q4-2011,201816.6064,October 2011,9.023471287,October,4.018416719,Sunday,2018.894654,FY 2012,2.020253439,Q2,20190.96679,Q2-2012,5.197578687,October,WeekEnd,0,None,Holiday,None,None
10/15/2018,20181703.86,2018.078512,CY 2011,20184.08088,Q4-2011,201816.8753,October 2011,9.024136591,October,4.018421309,Monday,2018.89742,FY 2012,2.020127499,Q2,20190.99433,Q2-2012,5.197238016,October,WeekEnd,0,None,Holiday,None,None
10/16/2018,20181730.75,2018.081194,CY 2011,20184.10791,Q4-2011,201817.1442,October 2011,9.024801895,October,4.018425899,Tuesday,2018.900186,FY 2012,2.020001558,Q2,20191.02186,Q2-2012,5.196897345,October,WorkDay,0,None,Holiday,None,None
10/17/2018,20181757.64,2018.083876,CY 2011,20184.13494,Q4-2011,201817.4131,October 2011,9.025467199,October,4.018430489,Wednesday,2018.902952,FY 2012,2.019875617,Q2,20191.0494,Q2-2012,5.196556675,October,WorkDay,0,None,Holiday,None,None
10/18/2018,20181784.53,2018.086558,CY 2011,20184.16197,Q4-2011,201817.682,October 2011,9.026132503,October,4.018435079,Thursday,2018.905718,FY 2012,2.019749677,Q2,20191.07693,Q2-2012,5.196216004,October,WorkDay,0,None,Holiday,None,None
10/19/2018,20181811.42,2018.089241,CY 2011,20184.189,Q4-2011,201817.9509,October 2011,9.026797807,October,4.018439669,Friday,2018.908484,FY 2012,2.019623736,Q2,20191.10447,Q2-2012,5.195875333,October,WorkDay,0,None,Holiday,None,None
10/20/2018,20181838.31,2018.091923,CY 2011,20184.21604,Q4-2011,201818.2198,October 2011,9.027463112,October,4.01844426,Saturday,2018.91125,FY 2012,2.019497796,Q2,20191.132,Q2-2012,5.195534662,October,WorkDay,0,None,Holiday,None,None
10/21/2018,20181865.2,2018.094605,CY 2011,20184.24307,Q4-2011,201818.4886,October 2011,9.028128416,October,4.01844885,Sunday,2018.914016,FY 2012,2.019371855,Q2,20191.15954,Q2-2012,5.195193992,October,WeekEnd,0,None,Holiday,None,None
10/22/2018,20181892.08,2018.097287,CY 2011,20184.2701,Q4-2011,201818.7575,October 2011,9.02879372,October,4.01845344,Monday,2018.916782,FY 2012,2.019245915,Q2,20191.18707,Q2-2012,5.194853321,October,WeekEnd,0,None,Holiday,None,None
10/23/2018,20181918.97,2018.09997,CY 2011,20184.29713,Q4-2011,201819.0264,October 2011,9.029459024,October,4.01845803,Tuesday,2018.919549,FY 2012,2.019119974,Q2,20191.21461,Q2-2012,5.19451265,October,WorkDay,0,None,Holiday,None,None
10/24/2018,20181945.86,2018.102652,CY 2011,20184.32416,Q4-2011,201819.2953,October 2011,9.030124328,October,4.01846262,Wednesday,2018.922315,FY 2012,2.018994034,Q2,20191.24214,Q2-2012,5.194171979,October,WorkDay,0,None,Holiday,None,None
10/25/2018,20181972.75,2018.105334,CY 2011,20184.3512,Q4-2011,201819.5642,October 2011,9.030789632,October,4.018467211,Thursday,2018.925081,FY 2012,2.018868093,Q2,20191.26967,Q2-2012,5.193831309,October,WorkDay,0,None,Holiday,None,None
10/26/2018,20181999.64,2018.108016,CY 2011,20184.37823,Q4-2011,201819.8331,October 2011,9.031454936,October,4.018471801,Friday,2018.927847,FY 2012,2.018742153,Q2,20191.29721,Q2-2012,5.193490638,October,WorkDay,0,None,Holiday,None,None
10/27/2018,20182026.53,2018.110699,CY 2011,20184.40526,Q4-2011,201820.102,October 2011,9.03212024,October,4.018476391,Saturday,2018.930613,FY 2012,2.018616212,Q2,20191.32474,Q2-2012,5.193149967,October,WorkDay,0,None,Holiday,None,None
10/28/2018,20182053.42,2018.113381,CY 2011,20184.43229,Q4-2011,201820.3709,October 2011,9.032785544,October,4.018480981,Sunday,2018.933379,FY 2012,2.018490272,Q2,20191.35228,Q2-2012,5.192809297,October,WeekEnd,0,None,Holiday,None,None
10/29/2018,20182080.31,2018.116063,CY 2011,20184.45932,Q4-2011,201820.6398,October 2011,9.033450848,October,4.018485571,Monday,2018.936145,FY 2012,2.018364331,Q2,20191.37981,Q2-2012,5.192468626,October,WeekEnd,0,None,Holiday,None,None
10/30/2018,20182107.2,2018.118745,CY 2011,20184.48635,Q4-2011,201820.9086,October 2011,9.034116152,October,4.018490161,Tuesday,2018.938911,FY 2012,2.018238391,Q2,20191.40735,Q2-2012,5.192127955,October,WorkDay,0,None,Holiday,None,None
10/31/2018,20182134.09,2018.121428,CY 2011,20184.51339,Q4-2011,201821.1775,November 2011,9.034781456,November,4.018494752,Wednesday,2018.941677,FY 2012,2.01811245,Q2,20191.43488,Q2-2012,5.191787284,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/01/2018,20182160.98,2018.12411,CY 2011,20184.54042,Q4-2011,201821.4464,November 2011,9.03544676,November,4.018499342,Thursday,2018.944443,FY 2012,2.01798651,Q2,20191.46242,Q2-2012,5.191446614,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/02/2018,20182187.86,2018.126792,CY 2011,20184.56745,Q4-2011,201821.7153,November 2011,9.036112064,November,4.018503932,Friday,2018.947209,FY 2012,2.017860569,Q2,20191.48995,Q2-2012,5.191105943,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/03/2018,20182214.75,2018.129474,CY 2011,20184.59448,Q4-2011,201821.9842,November 2011,9.036777368,November,4.018508522,Saturday,2018.949975,FY 2012,2.017734629,Q2,20191.51749,Q2-2012,5.190765272,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/04/2018,20182241.64,2018.132157,CY 2011,20184.62151,Q4-2011,201822.2531,November 2011,9.037442672,November,4.018513112,Sunday,2018.952741,FY 2012,2.017608688,Q2,20191.54502,Q2-2012,5.190424601,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/05/2018,20182268.53,2018.134839,CY 2011,20184.64854,Q4-2011,201822.522,November 2011,9.038107976,November,4.018517702,Monday,2018.955507,FY 2012,2.017482748,Q2,20191.57256,Q2-2012,5.190083931,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/06/2018,20182295.42,2018.137521,CY 2011,20184.67558,Q4-2011,201822.7909,November 2011,9.03877328,November,4.018522293,Tuesday,2018.958273,FY 2012,2.017356807,Q2,20191.60009,Q2-2012,5.18974326,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/07/2018,20182322.31,2018.140203,CY 2011,20184.70261,Q4-2011,201823.0598,November 2011,9.039438584,November,4.018526883,Wednesday,2018.96104,FY 2012,2.017230867,Q2,20191.62763,Q2-2012,5.189402589,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/08/2018,20182349.2,2018.142885,CY 2011,20184.72964,Q4-2011,201823.3287,November 2011,9.040103888,November,4.018531473,Thursday,2018.963806,FY 2012,2.017104926,Q2,20191.65516,Q2-2012,5.189061918,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/09/2018,20182376.09,2018.145568,CY 2011,20184.75667,Q4-2011,201823.5975,November 2011,9.040769192,November,4.018536063,Friday,2018.966572,FY 2012,2.016978986,Q2,20191.6827,Q2-2012,5.188721248,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/10/2018,20182402.98,2018.14825,CY 2011,20184.7837,Q4-2011,201823.8664,November 2011,9.041434496,November,4.018540653,Saturday,2018.969338,FY 2012,2.016853045,Q2,20191.71023,Q2-2012,5.188380577,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/11/2018,20182429.87,2018.150932,CY 2011,20184.81074,Q4-2011,201824.1353,November 2011,9.0420998,November,4.018545244,Sunday,2018.972104,FY 2012,2.016727105,Q2,20191.73777,Q2-2012,5.188039906,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/12/2018,20182456.75,2018.153614,CY 2011,20184.83777,Q4-2011,201824.4042,November 2011,9.042765105,November,4.018549834,Monday,2018.97487,FY 2012,2.016601164,Q2,20191.7653,Q2-2012,5.187699236,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/13/2018,20182483.64,2018.156297,CY 2011,20184.8648,Q4-2011,201824.6731,November 2011,9.043430409,November,4.018554424,Tuesday,2018.977636,FY 2012,2.016475224,Q2,20191.79284,Q2-2012,5.187358565,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/14/2018,20182510.53,2018.158979,CY 2011,20184.89183,Q4-2011,201824.942,November 2011,9.044095713,November,4.018559014,Wednesday,2018.980402,FY 2012,2.016349283,Q2,20191.82037,Q2-2012,5.187017894,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/15/2018,20182537.42,2018.161661,CY 2011,20184.91886,Q4-2011,201825.2109,November 2011,9.044761017,November,4.018563604,Thursday,2018.983168,FY 2012,2.016223343,Q2,20191.8479,Q2-2012,5.186677223,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/16/2018,20182564.31,2018.164343,CY 2011,20184.94589,Q4-2011,201825.4798,November 2011,9.045426321,November,4.018568194,Friday,2018.985934,FY 2012,2.016097402,Q2,20191.87544,Q2-2012,5.186336553,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/17/2018,20182591.2,2018.167026,CY 2011,20184.97293,Q4-2011,201825.7487,November 2011,9.046091625,November,4.018572785,Saturday,2018.9887,FY 2012,2.015971462,Q2,20191.90297,Q2-2012,5.185995882,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/18/2018,20182618.09,2018.169708,CY 2011,20184.99996,Q4-2011,201826.0175,November 2011,9.046756929,November,4.018577375,Sunday,2018.991466,FY 2012,2.015845521,Q2,20191.93051,Q2-2012,5.185655211,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/19/2018,20182644.98,2018.17239,CY 2011,20185.02699,Q4-2011,201826.2864,November 2011,9.047422233,November,4.018581965,Monday,2018.994232,FY 2012,2.015719581,Q2,20191.95804,Q2-2012,5.18531454,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/20/2018,20182671.87,2018.175072,CY 2011,20185.05402,Q4-2011,201826.5553,November 2011,9.048087537,November,4.018586555,Tuesday,2018.996998,FY 2012,2.01559364,Q2,20191.98558,Q2-2012,5.18497387,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/21/2018,20182698.76,2018.177755,CY 2011,20185.08105,Q4-2011,201826.8242,November 2011,9.048752841,November,4.018591145,Wednesday,2018.999765,FY 2012,2.015467699,Q2,20192.01311,Q2-2012,5.184633199,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/22/2018,20182725.65,2018.180437,CY 2011,20185.10809,Q4-2011,201827.0931,November 2011,9.049418145,November,4.018595736,Thursday,2019.002531,FY 2012,2.015341759,Q2,20192.04065,Q2-2012,5.184292528,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/23/2018,20182752.53,2018.183119,CY 2011,20185.13512,Q4-2011,201827.362,November 2011,9.050083449,November,4.018600326,Friday,2019.005297,FY 2012,2.015215818,Q2,20192.06818,Q2-2012,5.183951857,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/24/2018,20182779.42,2018.185801,CY 2011,20185.16215,Q4-2011,201827.6309,November 2011,9.050748753,November,4.018604916,Saturday,2019.008063,FY 2012,2.015089878,Q2,20192.09572,Q2-2012,5.183611187,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/25/2018,20182806.31,2018.188484,CY 2011,20185.18918,Q4-2011,201827.8998,November 2011,9.051414057,November,4.018609506,Sunday,2019.010829,FY 2012,2.014963937,Q2,20192.12325,Q2-2012,5.183270516,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/26/2018,20182833.2,2018.191166,CY 2011,20185.21621,Q4-2011,201828.1687,November 2011,9.052079361,November,4.018614096,Monday,2019.013595,FY 2012,2.014837997,Q2,20192.15079,Q2-2012,5.182929845,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/27/2018,20182860.09,2018.193848,CY 2011,20185.24324,Q4-2011,201828.4375,November 2011,9.052744665,November,4.018618686,Tuesday,2019.016361,FY 2012,2.014712056,Q2,20192.17832,Q2-2012,5.182589175,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/28/2018,20182886.98,2018.19653,CY 2011,20185.27028,Q4-2011,201828.7064,November 2011,9.053409969,November,4.018623277,Wednesday,2019.019127,FY 2012,2.014586116,Q2,20192.20586,Q2-2012,5.182248504,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/29/2018,20182913.87,2018.199212,CY 2011,20185.29731,Q4-2011,201828.9753,November 2011,9.054075273,November,4.018627867,Thursday,2019.021893,FY 2012,2.014460175,Q2,20192.23339,Q2-2012,5.181907833,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/30/2018,20182940.76,2018.201895,CY 2011,20185.32434,Q4-2011,201829.2442,December 2011,9.054740577,December,4.018632457,Friday,2019.024659,FY 2012,2.014334235,Q2,20192.26093,Q2-2012,5.181567162,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/01/2018,20182967.65,2018.204577,CY 2011,20185.35137,Q4-2011,201829.5131,December 2011,9.055405881,December,4.018637047,Saturday,2019.027425,FY 2012,2.014208294,Q2,20192.28846,Q2-2012,5.181226492,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/02/2018,20182994.54,2018.207259,CY 2011,20185.3784,Q4-2011,201829.782,December 2011,9.056071185,December,4.018641637,Sunday,2019.030191,FY 2012,2.014082354,Q2,20192.316,Q2-2012,5.180885821,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/03/2018,20183021.43,2018.209941,CY 2011,20185.40543,Q4-2011,201830.0509,December 2011,9.056736489,December,4.018646228,Monday,2019.032957,FY 2012,2.013956413,Q2,20192.34353,Q2-2012,5.18054515,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/04/2018,20183048.31,2018.212624,CY 2011,20185.43247,Q4-2011,201830.3198,December 2011,9.057401793,December,4.018650818,Tuesday,2019.035723,FY 2012,2.013830473,Q2,20192.37106,Q2-2012,5.180204479,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/05/2018,20183075.2,2018.215306,CY 2011,20185.4595,Q4-2011,201830.5887,December 2011,9.058067097,December,4.018655408,Wednesday,2019.03849,FY 2012,2.013704532,Q2,20192.3986,Q2-2012,5.179863809,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/06/2018,20183102.09,2018.217988,CY 2011,20185.48653,Q4-2011,201830.8575,December 2011,9.058732402,December,4.018659998,Thursday,2019.041256,FY 2012,2.013578592,Q2,20192.42613,Q2-2012,5.179523138,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/07/2018,20183128.98,2018.22067,CY 2011,20185.51356,Q4-2011,201831.1264,December 2011,9.059397706,December,4.018664588,Friday,2019.044022,FY 2012,2.013452651,Q2,20192.45367,Q2-2012,5.179182467,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/08/2018,20183155.87,2018.223353,CY 2011,20185.54059,Q4-2011,201831.3953,December 2011,9.06006301,December,4.018669178,Saturday,2019.046788,FY 2012,2.013326711,Q2,20192.4812,Q2-2012,5.178841796,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/09/2018,20183182.76,2018.226035,CY 2011,20185.56763,Q4-2011,201831.6642,December 2011,9.060728314,December,4.018673769,Sunday,2019.049554,FY 2012,2.01320077,Q2,20192.50874,Q2-2012,5.178501126,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/10/2018,20183209.65,2018.228717,CY 2011,20185.59466,Q4-2011,201831.9331,December 2011,9.061393618,December,4.018678359,Monday,2019.05232,FY 2012,2.01307483,Q2,20192.53627,Q2-2012,5.178160455,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/11/2018,20183236.54,2018.231399,CY 2011,20185.62169,Q4-2011,201832.202,December 2011,9.062058922,December,4.018682949,Tuesday,2019.055086,FY 2012,2.012948889,Q2,20192.56381,Q2-2012,5.177819784,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/12/2018,20183263.43,2018.234082,CY 2011,20185.64872,Q4-2011,201832.4709,December 2011,9.062724226,December,4.018687539,Wednesday,2019.057852,FY 2012,2.012822949,Q2,20192.59134,Q2-2012,5.177479114,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/13/2018,20183290.32,2018.236764,CY 2011,20185.67575,Q4-2011,201832.7398,December 2011,9.06338953,December,4.018692129,Thursday,2019.060618,FY 2012,2.012697008,Q2,20192.61888,Q2-2012,5.177138443,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/14/2018,20183317.21,2018.239446,CY 2011,20185.70278,Q4-2011,201833.0087,December 2011,9.064054834,December,4.018696719,Friday,2019.063384,FY 2012,2.012571068,Q2,20192.64641,Q2-2012,5.176797772,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/15/2018,20183344.09,2018.242128,CY 2011,20185.72982,Q4-2011,201833.2776,December 2011,9.064720138,December,4.01870131,Saturday,2019.06615,FY 2012,2.012445127,Q2,20192.67395,Q2-2012,5.176457101,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/16/2018,20183370.98,2018.244811,CY 2011,20185.75685,Q4-2011,201833.5464,December 2011,9.065385442,December,4.0187059,Sunday,2019.068916,FY 2012,2.012319187,Q2,20192.70148,Q2-2012,5.176116431,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/17/2018,20183397.87,2018.247493,CY 2011,20185.78388,Q4-2011,201833.8153,December 2011,9.066050746,December,4.01871049,Monday,2019.071682,FY 2012,2.012193246,Q2,20192.72902,Q2-2012,5.17577576,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/18/2018,20183424.76,2018.250175,CY 2011,20185.81091,Q4-2011,201834.0842,December 2011,9.06671605,December,4.01871508,Tuesday,2019.074448,FY 2012,2.012067306,Q2,20192.75655,Q2-2012,5.175435089,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/19/2018,20183451.65,2018.252857,CY 2011,20185.83794,Q4-2011,201834.3531,December 2011,9.067381354,December,4.01871967,Wednesday,2019.077215,FY 2012,2.011941365,Q2,20192.78409,Q2-2012,5.175094418,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/20/2018,20183478.54,2018.255539,CY 2011,20185.86497,Q4-2011,201834.622,December 2011,9.068046658,December,4.018724261,Thursday,2019.079981,FY 2012,2.011815425,Q2,20192.81162,Q2-2012,5.174753748,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/21/2018,20183505.43,2018.258222,CY 2011,20185.89201,Q4-2011,201834.8909,December 2011,9.068711962,December,4.018728851,Friday,2019.082747,FY 2012,2.011689484,Q2,20192.83916,Q2-2012,5.174413077,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/22/2018,20183532.32,2018.260904,CY 2011,20185.91904,Q4-2011,201835.1598,December 2011,9.069377266,December,4.018733441,Saturday,2019.085513,FY 2012,2.011563544,Q2,20192.86669,Q2-2012,5.174072406,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/23/2018,20183559.21,2018.263586,CY 2011,20185.94607,Q4-2011,201835.4287,December 2011,9.07004257,December,4.018738031,Sunday,2019.088279,FY 2012,2.011437603,Q2,20192.89423,Q2-2012,5.173731736,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/24/2018,20183586.1,2018.266268,CY 2011,20185.9731,Q4-2011,201835.6976,December 2011,9.070707874,December,4.018742621,Monday,2019.091045,FY 2012,2.011311662,Q2,20192.92176,Q2-2012,5.173391065,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/25/2018,20183612.99,2018.268951,CY 2011,20186.00013,Q4-2011,201835.9664,December 2011,9.071373178,December,4.018747211,Tuesday,2019.093811,FY 2012,2.011185722,Q2,20192.94929,Q2-2012,5.173050394,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/26/2018,20183639.87,2018.271633,CY 2011,20186.02717,Q4-2011,201836.2353,December 2011,9.072038482,December,4.018751802,Wednesday,2019.096577,FY 2012,2.011059781,Q2,20192.97683,Q2-2012,5.172709723,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/27/2018,20183666.76,2018.274315,CY 2011,20186.0542,Q4-2011,201836.5042,December 2011,9.072703786,December,4.018756392,Thursday,2019.099343,FY 2012,2.010933841,Q2,20193.00436,Q2-2012,5.172369053,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/28/2018,20183693.65,2018.276997,CY 2011,20186.08123,Q4-2011,201836.7731,December 2011,9.07336909,December,4.018760982,Friday,2019.102109,FY 2012,2.0108079,Q2,20193.0319,Q2-2012,5.172028382,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/29/2018,20183720.54,2018.27968,CY 2011,20186.10826,Q4-2011,201837.042,December 2011,9.074034395,December,4.018765572,Saturday,2019.104875,FY 2012,2.01068196,Q2,20193.05943,Q2-2012,5.171687711,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/30/2018,20183747.43,2018.282362,CY 2011,20186.13529,Q4-2011,201837.3109,December 2011,9.074699699,December,4.018770162,Sunday,2019.107641,FY 2012,2.010556019,Q2,20193.08697,Q2-2012,5.17134704,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/31/2018,20183774.32,2018.285044,CY 2005,20186.16232,Q1-2005,201837.5798,January 2005,9.075365003,January,4.018774753,Monday,2019.110407,FY 2005,2.010430079,Q3,20193.1145,Q3-2005,5.17100637,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/01/2019,20183801.21,2018.287726,CY 2005,20186.18936,Q1-2005,201837.8487,January 2005,9.076030307,January,4.018779343,Tuesday,2019.113173,FY 2005,2.010304138,Q3,20193.14204,Q3-2005,5.170665699,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/02/2019,20183828.1,2018.290409,CY 2005,20186.21639,Q1-2005,201838.1176,January 2005,9.076695611,January,4.018783933,Wednesday,2019.115939,FY 2005,2.010178198,Q3,20193.16957,Q3-2005,5.170325028,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/03/2019,20183854.99,2018.293091,CY 2005,20186.24342,Q1-2005,201838.3864,January 2005,9.077360915,January,4.018788523,Thursday,2019.118706,FY 2005,2.010052257,Q3,20193.19711,Q3-2005,5.169984357,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/04/2019,20183881.88,2018.295773,CY 2005,20186.27045,Q1-2005,201838.6553,January 2005,9.078026219,January,4.018793113,Friday,2019.121472,FY 2005,2.009926317,Q3,20193.22464,Q3-2005,5.169643687,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/05/2019,20183908.77,2018.298455,CY 2005,20186.29748,Q1-2005,201838.9242,January 2005,9.078691523,January,4.018797703,Saturday,2019.124238,FY 2005,2.009800376,Q3,20193.25218,Q3-2005,5.169303016,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/06/2019,20183935.65,2018.301138,CY 2005,20186.32451,Q1-2005,201839.1931,January 2005,9.079356827,January,4.018802294,Sunday,2019.127004,FY 2005,2.009674436,Q3,20193.27971,Q3-2005,5.168962345,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/07/2019,20183962.54,2018.30382,CY 2005,20186.35155,Q1-2005,201839.462,January 2005,9.080022131,January,4.018806884,Monday,2019.12977,FY 2005,2.009548495,Q3,20193.30725,Q3-2005,5.168621675,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/08/2019,20183989.43,2018.306502,CY 2005,20186.37858,Q1-2005,201839.7309,January 2005,9.080687435,January,4.018811474,Tuesday,2019.132536,FY 2005,2.009422555,Q3,20193.33478,Q3-2005,5.168281004,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/09/2019,20184016.32,2018.309184,CY 2005,20186.40561,Q1-2005,201839.9998,January 2005,9.081352739,January,4.018816064,Wednesday,2019.135302,FY 2005,2.009296614,Q3,20193.36232,Q3-2005,5.167940333,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/10/2019,20184043.21,2018.311867,CY 2005,20186.43264,Q1-2005,201840.2687,January 2005,9.082018043,January,4.018820654,Thursday,2019.138068,FY 2005,2.009170674,Q3,20193.38985,Q3-2005,5.167599662,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/11/2019,20184070.1,2018.314549,CY 2005,20186.45967,Q1-2005,201840.5376,January 2005,9.082683347,January,4.018825245,Friday,2019.140834,FY 2005,2.009044733,Q3,20193.41739,Q3-2005,5.167258992,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/12/2019,20184096.99,2018.317231,CY 2005,20186.48671,Q1-2005,201840.8064,January 2005,9.083348651,January,4.018829835,Saturday,2019.1436,FY 2005,2.008918793,Q3,20193.44492,Q3-2005,5.166918321,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/13/2019,20184123.88,2018.319913,CY 2005,20186.51374,Q1-2005,201841.0753,January 2005,9.084013955,January,4.018834425,Sunday,2019.146366,FY 2005,2.008792852,Q3,20193.47246,Q3-2005,5.16657765,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/14/2019,20184150.77,2018.322595,CY 2005,20186.54077,Q1-2005,201841.3442,January 2005,9.084679259,January,4.018839015,Monday,2019.149132,FY 2005,2.008666912,Q3,20193.49999,Q3-2005,5.166236979,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/15/2019,20184177.66,2018.325278,CY 2005,20186.5678,Q1-2005,201841.6131,January 2005,9.085344563,January,4.018843605,Tuesday,2019.151898,FY 2005,2.008540971,Q3,20193.52752,Q3-2005,5.165896309,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
01/16/2019,20184204.54,2018.32796,CY 2005,20186.59483,Q1-2005,201841.882,January 2005,9.086009867,January,4.018848195,Wednesday,2019.154664,FY 2005,2.008415031,Q3,20193.55506,Q3-2005,5.165555638,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/17/2019,20184231.43,2018.330642,CY 2005,20186.62186,Q1-2005,201842.1509,January 2005,9.086675171,January,4.018852786,Thursday,2019.157431,FY 2005,2.00828909,Q3,20193.58259,Q3-2005,5.165214967,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/18/2019,20184258.32,2018.333324,CY 2005,20186.6489,Q1-2005,201842.4198,January 2005,9.087340475,January,4.018857376,Friday,2019.160197,FY 2005,2.00816315,Q3,20193.61013,Q3-2005,5.164874296,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/19/2019,20184285.21,2018.336007,CY 2005,20186.67593,Q1-2005,201842.6887,January 2005,9.088005779,January,4.018861966,Saturday,2019.162963,FY 2005,2.008037209,Q3,20193.63766,Q3-2005,5.164533626,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
01/20/2019,20184312.1,2018.338689,CY 2005,20186.70296,Q1-2005,201842.9576,January 2005,9.088671083,January,4.018866556,Sunday,2019.165729,FY 2005,2.007911269,Q3,20193.6652,Q3-2005,5.164192955,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
